day_end;start_time;day_of_the_week;domicile;region
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekday;08:30:00;Wednesday;At home;West
Weekday;08:30:00;Wednesday;At home;West
Weekday;08:30:00;Wednesday;At home;West
Weekday;08:30:00;Wednesday;At home;West
Weekday;08:30:00;Wednesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;07:45:00;Monday;At home;West
Weekend;09:00:00;Sunday;At home;West
Weekday;07:30:00;Thursday;At home;West
Weekday;NA;Monday;NA;West
Weekend;NA;Sunday;NA;West
Weekday;NA;Monday;NA;West
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekday;07:00:00;Tuesday;At home;Center
Weekend;09:15:00;Sunday;At home;Center
Weekend;09:15:00;Sunday;At home;Center
Weekend;09:15:00;Sunday;At home;Center
Weekend;09:15:00;Sunday;At home;Center
Weekend;09:15:00;Sunday;At home;Center
Weekend;09:15:00;Sunday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekday;07:40:00;Thursday;At home;Center
Weekend;09:00:00;Saturday;At home;Center
Weekend;09:00:00;Saturday;At home;Center
Weekend;09:00:00;Saturday;At home;Center
Weekend;09:00:00;Saturday;At home;Center
Weekend;09:00:00;Saturday;At home;Center
Weekend;09:00:00;Saturday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekday;08:00:00;Tuesday;At home;Center
Weekday;08:00:00;Tuesday;At home;Center
Weekday;08:00:00;Tuesday;At home;Center
Weekday;08:00:00;Tuesday;At home;Center
Weekday;08:00:00;Tuesday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekday;08:15:00;Thursday;At home;Center
Weekend;08:15:00;Saturday;At home;Center
Weekend;08:15:00;Saturday;At home;Center
Weekend;08:15:00;Saturday;At home;Center
Weekend;08:15:00;Saturday;At home;Center
Weekend;08:15:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekend;07:45:00;Saturday;At home;Center
Weekday;07:45:00;Friday;At home;Center
Weekday;07:45:00;Friday;At home;Center
Weekday;07:45:00;Friday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekend;08:45:00;Sunday;At home;West
Weekend;08:45:00;Sunday;At home;West
Weekend;08:45:00;Sunday;At home;West
Weekend;08:45:00;Sunday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Monday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekend;08:00:00;Sunday;At home;West
Weekend;08:00:00;Sunday;At home;West
Weekend;08:00:00;Sunday;At home;West
Weekend;08:00:00;Sunday;At home;West
Weekend;08:00:00;Sunday;At home;West
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekend;06:50:00;Saturday;At home;Southwest
Weekend;06:50:00;Saturday;At home;Southwest
Weekend;06:50:00;Saturday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;06:15:00;Tuesday;At home;Southwest
Weekday;06:15:00;Tuesday;At home;Southwest
Weekday;06:15:00;Tuesday;At home;Southwest
Weekday;06:15:00;Tuesday;At home;Southwest
Weekend;08:00:00;Sunday;At home;Southwest
Weekend;08:00:00;Sunday;At home;Southwest
Weekend;08:00:00;Sunday;At home;Southwest
Weekend;08:00:00;Sunday;At home;Southwest
Weekend;08:00:00;Sunday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekday;08:00:00;Friday;At home;Southwest
Weekend;11:30:00;Sunday;At home;Southwest
Weekend;11:30:00;Sunday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:00:00;Monday;At home;Southwest
Weekday;07:15:00;Monday;At home;Southwest
Weekday;07:15:00;Monday;At home;Southwest
Weekday;07:15:00;Monday;At home;Southwest
Weekday;07:15:00;Monday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:30:00;Sunday;At home;Southwest
Weekend;10:00:00;Saturday;At home;Southwest
Weekend;10:00:00;Saturday;At home;Southwest
Weekend;10:00:00;Saturday;At home;Southwest
Weekday;10:30:00;Friday;At home;Southwest
Weekday;10:30:00;Thursday;At home;Southwest
Weekday;10:30:00;Thursday;At home;Southwest
Weekday;09:00:00;Monday;Out of home;Southwest
Weekday;09:00:00;Monday;Out of home;Southwest
Weekday;09:00:00;Monday;Out of home;Southwest
Weekday;09:00:00;Monday;Out of home;Southwest
Weekend;05:00:00;Saturday;Out of home;Southwest
Weekend;05:00:00;Saturday;Out of home;Southwest
Weekend;05:00:00;Saturday;Out of home;Southwest
Weekend;05:00:00;Saturday;Out of home;Southwest
Weekday;05:15:00;Thursday;At home;Southwest
Weekday;05:15:00;Thursday;At home;Southwest
Weekday;05:15:00;Thursday;At home;Southwest
Weekend;09:20:00;Saturday;At home;Central East
Weekend;09:20:00;Saturday;At home;Central East
Weekend;09:20:00;Saturday;At home;Central East
Weekend;09:20:00;Saturday;At home;Central East
Weekend;09:20:00;Saturday;At home;Central East
Weekend;09:20:00;Saturday;At home;Central East
Weekend;09:20:00;Saturday;At home;Central East
Weekday;09:40:00;Wednesday;At home;Central East
Weekday;09:40:00;Wednesday;At home;Central East
Weekday;09:40:00;Wednesday;At home;Central East
Weekday;09:40:00;Wednesday;At home;Central East
Weekday;09:40:00;Wednesday;At home;Central East
Weekday;09:40:00;Wednesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekday;06:40:00;Tuesday;At home;Central East
Weekend;NA;Sunday;NA;Central East
Weekday;06:45:00;Monday;At home;Central East
Weekday;06:45:00;Monday;At home;Central East
Weekday;06:40:00;Friday;At home;Central East
Weekday;06:40:00;Friday;At home;Central East
Weekday;08:10:00;Thursday;At home;Central East
Weekday;08:10:00;Thursday;At home;Central East
Weekday;08:10:00;Thursday;At home;Central East
Weekday;08:10:00;Thursday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekend;08:15:00;Sunday;At home;Central East
Weekday;08:15:00;Friday;At home;Central East
Weekday;08:15:00;Friday;At home;Central East
Weekday;08:15:00;Friday;At home;Central East
Weekday;09:15:00;Friday;At home;Central East
Weekday;09:15:00;Friday;At home;Central East
Weekday;09:15:00;Friday;At home;Central East
Weekday;09:15:00;Friday;At home;Central East
Weekday;09:15:00;Friday;At home;Central East
Weekday;09:05:00;Thursday;At home;Central East
Weekday;09:05:00;Thursday;At home;Central East
Weekday;09:05:00;Thursday;At home;Central East
Weekday;09:05:00;Thursday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;11:00:00;Friday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
Weekday;06:35:00;Thursday;At home;Central East
Weekday;06:35:00;Thursday;At home;Central East
Weekday;06:35:00;Thursday;At home;Central East
Weekday;06:35:00;Thursday;At home;Central East
Weekday;07:15:00;Wednesday;At home;Central East
Weekday;07:15:00;Wednesday;At home;Central East
Weekday;07:15:00;Wednesday;At home;Central East
Weekday;07:15:00;Wednesday;At home;Central East
Weekday;07:15:00;Wednesday;At home;Central East
Weekday;07:15:00;Wednesday;At home;Central East
Weekday;06:25:00;Thursday;At home;Central East
Weekday;06:25:00;Thursday;At home;Central East
Weekday;06:25:00;Thursday;At home;Central East
Weekday;06:25:00;Thursday;At home;Central East
Weekday;06:25:00;Thursday;At home;Central East
Weekday;06:25:00;Thursday;At home;Central East
Weekend;07:45:00;Saturday;At home;Central East
Weekend;07:45:00;Saturday;At home;Central East
Weekend;07:45:00;Saturday;At home;Central East
Weekend;07:45:00;Saturday;At home;Central East
Weekend;07:45:00;Saturday;At home;Central East
Weekend;07:45:00;Saturday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;08:30:00;Monday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:45:00;Sunday;At home;Central East
Weekend;08:45:00;Sunday;At home;Central East
Weekend;08:45:00;Sunday;At home;Central East
Weekend;08:45:00;Sunday;At home;Central East
Weekend;08:45:00;Sunday;At home;Central East
Weekend;08:45:00;Sunday;At home;Central East
Weekday;06:45:00;Friday;Out of home;Central East
Weekday;06:45:00;Friday;Out of home;Central East
Weekday;06:45:00;Friday;Out of home;Central East
Weekday;06:45:00;Friday;Out of home;Central East
Weekday;NA;Friday;NA;Central East
Weekday;NA;Thursday;NA;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekday;07:00:00;Tuesday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekday;05:15:00;Thursday;At home;Central East
Weekday;05:15:00;Thursday;At home;Central East
Weekday;05:15:00;Thursday;At home;Central East
Weekday;05:15:00;Thursday;At home;Central East
Weekday;06:30:00;Tuesday;At home;Central East
Weekday;06:30:00;Tuesday;At home;Central East
Weekday;06:30:00;Tuesday;At home;Central East
Weekend;07:45:00;Sunday;At home;Central East
Weekend;07:45:00;Sunday;At home;Central East
Weekend;07:45:00;Sunday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekend;08:30:00;Saturday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;08:00:00;Wednesday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:30:00;Thursday;At home;Central East
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;NA;Thursday;NA;Northwest
Weekend;08:00:00;Sunday;At home;Northwest
Weekend;08:00:00;Sunday;At home;Northwest
Weekend;08:00:00;Sunday;At home;Northwest
Weekend;08:00:00;Sunday;At home;Northwest
Weekday;11:30:00;Monday;At home;Northwest
Weekday;11:30:00;Monday;At home;Northwest
Weekday;11:30:00;Monday;At home;Northwest
Weekend;13:00:00;Saturday;Out of home;Northwest
Weekend;13:00:00;Saturday;Out of home;Northwest
Weekend;13:00:00;Saturday;Out of home;Northwest
Weekend;13:00:00;Saturday;Out of home;Northwest
Weekend;13:00:00;Saturday;Out of home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;08:00:00;Friday;At home;Northwest
Weekday;06:30:00;Wednesday;At home;Northwest
Weekday;06:30:00;Wednesday;At home;Northwest
Weekday;06:30:00;Wednesday;At home;Northwest
Weekday;06:30:00;Thursday;At home;Northwest
Weekday;06:30:00;Thursday;At home;Northwest
Weekday;06:30:00;Thursday;At home;Northwest
Weekend;08:15:00;Saturday;At home;Northwest
Weekend;08:15:00;Saturday;At home;Northwest
Weekend;08:15:00;Saturday;At home;Northwest
Weekday;10:00:00;Monday;Out of home;Northwest
Weekday;10:00:00;Monday;Out of home;Northwest
Weekday;10:00:00;Monday;Out of home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekday;08:45:00;Wednesday;At home;Northwest
Weekday;08:45:00;Wednesday;At home;Northwest
Weekday;08:45:00;Wednesday;At home;Northwest
Weekday;08:45:00;Wednesday;At home;Northwest
Weekday;06:15:00;Tuesday;Out of home;Northwest
Weekday;06:15:00;Tuesday;Out of home;Northwest
Weekday;06:15:00;Tuesday;Out of home;Northwest
Weekday;06:15:00;Tuesday;Out of home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekend;08:00:00;Saturday;At home;Northwest
Weekday;NA;Friday;NA;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekend;12:00:00;Sunday;At home;Northwest
Weekend;12:00:00;Sunday;At home;Northwest
Weekend;12:00:00;Sunday;At home;Northwest
Weekend;12:00:00;Sunday;At home;Northwest
Weekend;12:00:00;Sunday;At home;Northwest
Weekend;12:00:00;Sunday;At home;Northwest
Weekday;05:45:00;Thursday;At home;Northwest
Weekday;05:45:00;Thursday;At home;Northwest
Weekday;05:45:00;Thursday;At home;Northwest
Weekday;05:45:00;Thursday;At home;Northwest
Weekday;09:00:00;Tuesday;At home;Northwest
Weekday;09:00:00;Tuesday;At home;Northwest
Weekday;09:00:00;Tuesday;At home;Northwest
Weekday;09:00:00;Tuesday;At home;Northwest
Weekday;09:00:00;Tuesday;At home;Northwest
Weekday;09:00:00;Tuesday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekday;08:05:00;Tuesday;At home;Northwest
Weekday;08:05:00;Tuesday;At home;Northwest
